name,online_order,book_table,rate,votes,location,rest_type,cuisines,approx_cost(for two people),listed_in(type),listed_in(city),soup
Tharavadu,Yes,No,3.8,84,HSR,Quick Bites,"Chinese, North Indian, Kerala",400,Delivery,BTM,chinese north indian kerala quick bites btm
Cake Chemistry,Yes,No,3.700448817952718,0,Jayanagar,Bakery,"Bakery, Desserts",500,Delivery,Basavanagudi,bakery desserts bakery basavanagudi
Spinach Family Restaurant,No,No,3.700448817952718,0,Sarjapur Road,Casual Dining,"North Indian, Chinese, South Indian",400,Dine-out,Sarjapur Road,north indian chinese south indian casual dining sarjapurroad
Snow'ora,Yes,Yes,4.3,342,Koramangala 4th Block,Quick Bites,"Desserts, Ice Cream, Beverages",450,Delivery,BTM,desserts ice cream beverages quick bites btm
Punjabi Phulka,Yes,No,2.8,67,Marathahalli,Quick Bites,North Indian,500,Delivery,Brookefield,north indian quick bites brookefield
Northway Cuisine,No,No,3.700448817952718,0,Bannerghatta Road,Quick Bites,"North Indian, Chinese",350,Delivery,Bannerghatta Road,north indian chinese quick bites bannerghattaroad
Yummy Punjabi Delight,No,No,3.2,6,Bellandur,Quick Bites,North Indian,500,Delivery,Bellandur,north indian quick bites bellandur
Mama's Cuisine,No,No,3.700448817952718,0,Bommanahalli,Delivery,"Fast Food, Desserts",200,Delivery,BTM,fast food desserts delivery btm
Sunaina Sapice,Yes,No,3.3,7,New BEL Road,Quick Bites,"South Indian, North Indian, Chinese",200,Delivery,Malleshwaram,south indian north indian chinese quick bites malleshwaram
Shayancafecito,No,No,3.700448817952718,0,Koramangala 5th Block,Delivery,"North Indian, Mughlai",250,Delivery,Koramangala 4th Block,north indian mughlai delivery koramangala thblock
Lucknowiz,Yes,No,3.5,323,Koramangala 1st Block,Quick Bites,"Lucknowi, Chinese",500,Delivery,BTM,lucknowi chinese quick bites btm
Andhra Vantakam,Yes,No,3.9,317,Rajajinagar,Casual Dining,"Andhra, Chinese, North Indian, Seafood",800,Delivery,Malleshwaram,andhra chinese north indian seafood casual dining malleshwaram
Shree Guru Raghavendra Chats Chintamani Special,Yes,No,3.6,26,Bannerghatta Road,Quick Bites,"Street Food, Fast Food",200,Delivery,Bannerghatta Road,street food fast food quick bites bannerghattaroad
Amaravati Grand,No,No,3.4,7,BTM,Casual Dining,"Chinese, Andhra, Mangalorean",550,Delivery,BTM,chinese andhra mangalorean casual dining btm
Biryani Paradise,No,No,3.4,6,Shanti Nagar,Quick Bites,"Biryani, Fast Food",400,Dine-out,Basavanagudi,biryani fast food quick bites basavanagudi
Tarbouche,Yes,No,3.700448817952718,0,BTM,Quick Bites,"Turkish, Rolls",300,Delivery,Bannerghatta Road,turkish rolls quick bites bannerghattaroad
Intalia,Yes,No,3.6,323,Bannerghatta Road,Food Court,"Pizza, Italian",800,Delivery,Bannerghatta Road,pizza italian food court bannerghattaroad
Noodle Panda,Yes,No,4.3,336,Koramangala 5th Block,Casual Dining,"Chinese, Indonesian, Japanese, Malaysian, Thai, Vietnamese, Momos",800,Delivery,BTM,chinese indonesian japanese malaysian thai vietnamese momos casual dining btm
Hammered,Yes,Yes,4.7,4639,Cunningham Road,"Pub, Cafe","North Indian, Thai, Japanese, Continental, Cafe","1,300",Cafes,Brigade Road,north indian thai japanese continental cafe pub cafe brigaderoad
Maa'r Rannaghor,Yes,No,3.8,20,JP Nagar,Quick Bites,"Bengali, Chinese",400,Delivery,Bannerghatta Road,bengali chinese quick bites bannerghattaroad
Sharma's Malai & Masala,Yes,No,4.0,457,Koramangala 1st Block,Casual Dining,North Indian,550,Delivery,BTM,north indian casual dining btm
Pratha N Snacks,No,No,3.700448817952718,0,Electronic City,Quick Bites,"North Indian, Street Food",200,Dine-out,Electronic City,north indian street food quick bites electroniccity
Melting Pot at Woodrose,Yes,No,3.7,19,JP Nagar,Quick Bites,North Indian,800,Delivery,Bannerghatta Road,north indian quick bites bannerghattaroad
Chugg,No,Yes,3.9,747,Church Street,Pub,"Finger Food, Continental, Asian, North Indian","1,500",Dine-out,Brigade Road,finger food continental asian north indian pub brigaderoad
Ruchis Point,Yes,No,3.8,75,Banashankari,Quick Bites,"Fast Food, Chinese",200,Delivery,Banashankari,fast food chinese quick bites banashankari
Hotel Annapoorna,Yes,No,3.2,9,Bannerghatta Road,Quick Bites,"South Indian, Chinese, North Indian, Seafood",400,Delivery,Bannerghatta Road,south indian chinese north indian seafood quick bites bannerghattaroad
Fresh Veg,Yes,No,2.7,93,New BEL Road,Quick Bites,"Street Food, North Indian",300,Delivery,Malleshwaram,street food north indian quick bites malleshwaram
Aagaman Veg,Yes,No,4.0,558,Indiranagar,Casual Dining,"North Indian, Chinese, South Indian",900,Delivery,Brigade Road,north indian chinese south indian casual dining brigaderoad
Chai Mania,Yes,No,2.8,67,Marathahalli,Cafe,"Cafe, Tea, Beverages",300,Cafes,Brookefield,cafe tea beverages cafe brookefield
Star Restaurant,No,No,3.700448817952718,0,Whitefield,Quick Bites,"South Indian, North Indian, Chinese",250,Delivery,Whitefield,south indian north indian chinese quick bites whitefield
Delicious Treat,No,No,3.700448817952718,0,Thippasandra,Quick Bites,Fast Food,200,Delivery,Old Airport Road,fast food quick bites oldairportroad
Malgudi's Donne Biriyani,Yes,No,3.8,101,Rajajinagar,Quick Bites,Biryani,350,Delivery,Malleshwaram,biryani quick bites malleshwaram
Kaapikada,No,No,3.700448817952718,0,Kammanahalli,Quick Bites,"Kerala, Fast Food, Beverages",250,Delivery,Kalyan Nagar,kerala fast food beverages quick bites kalyannagar
South Tiffin Corner,No,No,3.700448817952718,0,Whitefield,Delivery,South Indian,150,Delivery,Brookefield,south indian delivery brookefield
Amaravathi Biryani Zone,Yes,No,3.700448817952718,0,Whitefield,Quick Bites,"Chinese, South Indian, North Indian",600,Delivery,Brookefield,chinese south indian north indian quick bites brookefield
Toledo Home Cafe,No,No,3.700448817952718,0,Frazer Town,Delivery,Biryani,400,Delivery,Brigade Road,biryani delivery brigaderoad
Hotel Aradhana,Yes,No,3.7,51,Bannerghatta Road,Quick Bites,North Indian,300,Delivery,Bannerghatta Road,north indian quick bites bannerghattaroad
Hotel Vijaya Vihar,No,No,3.700448817952718,0,City Market,Quick Bites,South Indian,150,Dine-out,Lavelle Road,south indian quick bites lavelleroad
Amrith Ice Cream,No,No,4.1,81,Malleshwaram,Dessert Parlor,Ice Cream,100,Desserts,Malleshwaram,ice cream dessert parlor malleshwaram
Al Ghani Resetaurant,No,No,3.700448817952718,0,Kammanahalli,Quick Bites,"Mughlai, Biryani",400,Dine-out,Kalyan Nagar,mughlai biryani quick bites kalyannagar
The Coffee Shack,Yes,Yes,4.2,164,Banashankari,Cafe,"Cafe, Chinese, Continental, Italian",500,Cafes,Banashankari,cafe chinese continental italian cafe banashankari
Sri Bhagya Grand,Yes,No,3.4,186,Bannerghatta Road,Casual Dining,"South Indian, North Indian, Chinese, Street Food, Beverages",450,Delivery,Bannerghatta Road,south indian north indian chinese street food beverages casual dining bannerghattaroad
Talk of the Town,Yes,No,3.700448817952718,0,Banaswadi,Bakery,"Bakery, Desserts",250,Delivery,Kalyan Nagar,bakery desserts bakery kalyannagar
Dehati Murgee,Yes,No,4.0,151,Whitefield,Quick Bites,"North Indian, Mughlai",600,Delivery,Brookefield,north indian mughlai quick bites brookefield
Sultan Rolls & Sandwiches,No,No,3.9,59,New BEL Road,Quick Bites,"Fast Food, Rolls",300,Dine-out,New BEL Road,fast food rolls quick bites newbelroad
Shadow Kolkata Katti Rolls & Momos,Yes,No,3.700448817952718,0,Brigade Road,Quick Bites,"Rolls, Chinese",250,Delivery,Brigade Road,rolls chinese quick bites brigaderoad
#FeelTheROLL,No,No,3.4,7,Bellandur,Quick Bites,Fast Food,200,Delivery,Bellandur,fast food quick bites bellandur
Sri Mandarathi,No,No,3.700448817952718,0,Electronic City,"Quick Bites, Beverage Shop","South Indian, Juices",350,Delivery,Electronic City,south indian juices quick bites beverage shop electroniccity
Gulp The Pulp,Yes,No,3.7,19,Koramangala 4th Block,Delivery,"Beverages, Juices, Healthy Food",200,Delivery,BTM,beverages juices healthy food delivery btm
Hello Cafe,No,No,3.700448817952718,0,Electronic City,Quick Bites,"Fast Food, Beverages",200,Delivery,Electronic City,fast food beverages quick bites electroniccity
Chat Junction,No,No,3.700448817952718,0,JP Nagar,Quick Bites,"Street Food, Fast Food",250,Delivery,Bannerghatta Road,street food fast food quick bites bannerghattaroad
The Bong Palate,Yes,No,3.8,58,BTM,Quick Bites,"Bengali, North Indian, Chinese",300,Delivery,Bannerghatta Road,bengali north indian chinese quick bites bannerghattaroad
Chinese Food Point,Yes,No,3.700448817952718,0,KR Puram,"Takeaway, Delivery","Chinese, Fast Food",300,Delivery,Whitefield,chinese fast food takeaway delivery whitefield
U K Saviruchi Food Store,No,No,3.700448817952718,0,Vijay Nagar,Quick Bites,"South Indian, North Indian",150,Delivery,Rajajinagar,south indian north indian quick bites rajajinagar
Hotel Ashoka,No,No,3.7,10,Shivajinagar,Quick Bites,South Indian,200,Dine-out,Brigade Road,south indian quick bites brigaderoad
Brunchilly,No,Yes,4.0,213,Marathahalli,Casual Dining,"North Indian, Continental","1,300",Buffet,Marathahalli,north indian continental casual dining marathahalli
Waffle In The Box,Yes,No,3.700448817952718,0,HSR,Dessert Parlor,Desserts,300,Delivery,BTM,desserts dessert parlor btm
Sri Banashankari Upahara,Yes,No,3.700448817952718,0,Kumaraswamy Layout,Quick Bites,"North Indian, South Indian",150,Delivery,Banashankari,north indian south indian quick bites banashankari
Priyanka's Kitchen,No,No,3.700448817952718,0,Whitefield,"Takeaway, Delivery","North Indian, South Indian, Chinese, Desserts",350,Delivery,Brookefield,north indian south indian chinese desserts takeaway delivery brookefield
Delicious Desserts,No,No,3.5,10,Whitefield,Delivery,Desserts,750,Delivery,Brookefield,desserts delivery brookefield
Poha House,Yes,No,3.700448817952718,0,BTM,Quick Bites,Maharashtrian,200,Delivery,Bannerghatta Road,maharashtrian quick bites bannerghattaroad
Dad's Coffee Club,No,No,3.700448817952718,0,Residency Road,Cafe,"North Indian, South American, Cafe",200,Cafes,Brigade Road,north indian south american cafe cafe brigaderoad
Nandhini Deluxe,No,No,2.6,283,Banashankari,Casual Dining,North Indian,600,Delivery,Banashankari,north indian casual dining banashankari
Art of Biryani & Curries,Yes,No,3.4,9,Rammurthy Nagar,Delivery,Biryani,250,Delivery,Kalyan Nagar,biryani delivery kalyannagar
46 Ounces Brewgarden,No,Yes,3.700448817952718,0,Electronic City,Microbrewery,"Bar Food, Finger Food, Pizza","1,600",Dine-out,Electronic City,bar food finger food pizza microbrewery electroniccity
Lazeez Fast Food,No,No,3.700448817952718,0,New BEL Road,Quick Bites,"North Indian, Chinese, Biryani, Rolls",300,Delivery,New BEL Road,north indian chinese biryani rolls quick bites newbelroad
Kapoor's Punjabi Rolls,Yes,No,3.700448817952718,0,Kalyan Nagar,Quick Bites,"Rolls, Fast Food",300,Delivery,Kalyan Nagar,rolls fast food quick bites kalyannagar
Aao G Khao G,Yes,No,3.5,11,HSR,Quick Bites,"North Indian, Chinese",200,Delivery,HSR,north indian chinese quick bites hsr
Foody Baba,No,No,3.1,65,Whitefield,Delivery,"North Indian, Chinese, Mughlai",500,Delivery,Whitefield,north indian chinese mughlai delivery whitefield
Brew Cafe,No,No,3.2,4,BTM,Quick Bites,Fast Food,300,Delivery,BTM,fast food quick bites btm
SSignature,No,No,3.700448817952718,0,HSR,Casual Dining,"North Indian, South Indian, Chinese",800,Buffet,HSR,north indian south indian chinese casual dining hsr
Kung Foods,No,No,3.700448817952718,0,Commercial Street,Quick Bites,Chinese,500,Delivery,Brigade Road,chinese quick bites brigaderoad
KUNG FOOD,No,No,3.700448817952718,0,Commercial Street,Quick Bites,Chinese,400,Dine-out,Brigade Road,chinese quick bites brigaderoad
Raj Bhog,Yes,No,3.700448817952718,0,Rajajinagar,Quick Bites,"North Indian, Fast Food",500,Delivery,Malleshwaram,north indian fast food quick bites malleshwaram
Al Daaz,Yes,No,4.2,567,HSR,Casual Dining,"North Indian, Continental, BBQ",550,Delivery,Bellandur,north indian continental bbq casual dining bellandur
Hongkong Noodles,Yes,No,3.8,80,Kalyan Nagar,Casual Dining,Chinese,750,Delivery,Kalyan Nagar,chinese casual dining kalyannagar
Dalma,Yes,No,3.9,475,Koramangala 6th Block,Casual Dining,Oriya,600,Delivery,BTM,oriya casual dining btm
La Pino'z Pizza,Yes,No,4.1,497,Koramangala 4th Block,Quick Bites,"Italian, Pizza, Beverages",600,Delivery,BTM,italian pizza beverages quick bites btm
Hungry Wok,No,No,3.3,5,Whitefield,Quick Bites,"Chinese, North Indian",400,Dine-out,Whitefield,chinese north indian quick bites whitefield
Shree Sadguru Refreshment,Yes,No,3.2,4,Ulsoor,Quick Bites,"South Indian, Chinese",400,Delivery,Brigade Road,south indian chinese quick bites brigaderoad
Oakleaf,Yes,No,3.9,40,Whitefield,Casual Dining,"Asian, Continental, North Indian, Italian","2,000",Delivery,Brookefield,asian continental north indian italian casual dining brookefield
Food Plaza,No,No,3.700448817952718,0,Basavanagudi,Quick Bites,"South Indian, North Indian, Chinese",150,Dine-out,Banashankari,south indian north indian chinese quick bites banashankari
Sri Devi Darshan,No,No,3.700448817952718,0,Bannerghatta Road,Quick Bites,South Indian,200,Dine-out,Bannerghatta Road,south indian quick bites bannerghattaroad
Ghar Ka Khana,Yes,No,3.7,95,Koramangala 1st Block,Quick Bites,North Indian,150,Delivery,BTM,north indian quick bites btm
Hotel Prakruthi,Yes,No,3.8,93,Vijay Nagar,Quick Bites,South Indian,350,Delivery,Rajajinagar,south indian quick bites rajajinagar
HighTeaParty Cafe,Yes,No,3.9,72,Malleshwaram,Cafe,"Cafe, Continental, Steak, Italian",500,Cafes,Malleshwaram,cafe continental steak italian cafe malleshwaram
Vijayawadawari Sandhya Andhra Mess,Yes,No,3.4,10,Electronic City,Quick Bites,"North Indian, Biryani, South Indian",400,Delivery,Electronic City,north indian biryani south indian quick bites electroniccity
Chowmein,Yes,No,4.0,279,Seshadripuram,Casual Dining,"North Indian, Chinese, Thai, Momos",600,Delivery,Church Street,north indian chinese thai momos casual dining churchstreet
New Alameen Restaurant,Yes,No,3.5,24,Ulsoor,Quick Bites,"Kerala, North Indian, Chinese",300,Delivery,Brigade Road,kerala north indian chinese quick bites brigaderoad
Sea Route,Yes,Yes,4.1,426,Rajajinagar,Casual Dining,"Seafood, North Indian, Chinese","1,100",Delivery,Malleshwaram,seafood north indian chinese casual dining malleshwaram
Ganga Sagar,No,No,3.7,29,Basavanagudi,Quick Bites,Street Food,150,Dine-out,Basavanagudi,street food quick bites basavanagudi
Anupam's Coast II Coast,Yes,Yes,4.1,853,Church Street,Casual Dining,"Seafood, Mangalorean, North Indian, Chinese","1,400",Delivery,Brigade Road,seafood mangalorean north indian chinese casual dining brigaderoad
New Udupi Upahar,Yes,No,3.5,23,Jayanagar,Quick Bites,"South Indian, North Indian",300,Delivery,Basavanagudi,south indian north indian quick bites basavanagudi
Spice Boulevard,No,No,3.9,90,Whitefield,Cafe,"Cafe, Continental, Chinese",700,Cafes,Brookefield,cafe continental chinese cafe brookefield
The Punjabi Park,Yes,No,3.5,31,Whitefield,Casual Dining,North Indian,500,Delivery,Whitefield,north indian casual dining whitefield
Starve Nights,No,No,3.700448817952718,0,Bellandur,Food Court,"Biryani, Chinese, North Indian",450,Delivery,Bellandur,biryani chinese north indian food court bellandur
Sea Spice by 7 Star,Yes,Yes,4.0,349,Banashankari,Casual Dining,"Seafood, Biryani, Beverages, South Indian, North Indian, Kebab","1,200",Delivery,Banashankari,seafood biryani beverages south indian north indian kebab casual dining banashankari
Arya Vysya Refreshment,No,No,3.700448817952718,0,Basavanagudi,Quick Bites,South Indian,100,Dine-out,Basavanagudi,south indian quick bites basavanagudi
Nawabi,Yes,No,3.700448817952718,0,Kammanahalli,"Takeaway, Delivery","North Indian, Biryani",450,Delivery,Kalyan Nagar,north indian biryani takeaway delivery kalyannagar
Happy Khaana,No,No,3.700448817952718,0,Sanjay Nagar,Delivery,North Indian,300,Delivery,New BEL Road,north indian delivery newbelroad
Food Square,Yes,No,3.6,16,Marathahalli,Quick Bites,"Fast Food, Chinese",200,Delivery,Brookefield,fast food chinese quick bites brookefield
Comfert Foods,No,No,3.700448817952718,0,"ITPL Main Road, Whitefield",Quick Bites,North Indian,200,Delivery,Brookefield,north indian quick bites brookefield
Om Sai Baba Mess,Yes,No,3.1,11,HSR,Mess,South Indian,250,Delivery,BTM,south indian mess btm
Cha-Cha Cha-Chi,No,No,3.3,4,HSR,Quick Bites,"Fast Food, Beverages",100,Delivery,HSR,fast food beverages quick bites hsr
Fishland,No,No,4.2,302,Majestic,Casual Dining,"Seafood, North Indian, Chinese",500,Dine-out,Lavelle Road,seafood north indian chinese casual dining lavelleroad
Nutty Affair,Yes,No,3.7,25,HSR,Quick Bites,Desserts,350,Delivery,Bellandur,desserts quick bites bellandur
Gifts N Surprise,No,No,3.700448817952718,0,Electronic City,Bakery,Bakery,500,Delivery,Electronic City,bakery bakery electroniccity
The Biryani Paradise,No,No,3.8,32,Richmond Road,Quick Bites,"Biryani, South Indian",350,Delivery,Brigade Road,biryani south indian quick bites brigaderoad
Adda,No,No,3.3,5,Shanti Nagar,Quick Bites,South Indian,300,Delivery,Basavanagudi,south indian quick bites basavanagudi
Manasa Andhra Style Multi Cuisine Restaurant,No,No,3.6,70,Electronic City,Casual Dining,"North Indian, South Indian, Chinese, Andhra, Biryani",800,Delivery,Electronic City,north indian south indian chinese andhra biryani casual dining electroniccity
Sukhi's Restaurant,No,No,2.7,28,Marathahalli,Quick Bites,"North Indian, Chinese, Momos",250,Dine-out,Marathahalli,north indian chinese momos quick bites marathahalli
Tandoori Spot,No,No,3.5,13,JP Nagar,Quick Bites,"North Indian, Chinese",500,Delivery,Bannerghatta Road,north indian chinese quick bites bannerghattaroad
Yo! Chow,Yes,Yes,4.4,1777,Marathahalli,Casual Dining,"Chinese, Momos",800,Delivery,Brookefield,chinese momos casual dining brookefield
Choice of Food,No,No,3.700448817952718,0,Whitefield,Delivery,"Andhra, Biryani",200,Delivery,Brookefield,andhra biryani delivery brookefield
Bon Appetit Resto,Yes,No,3.8,50,New BEL Road,Delivery,"North Indian, Chinese",300,Delivery,Malleshwaram,north indian chinese delivery malleshwaram
BabaYaga's,Yes,Yes,4.1,207,Indiranagar,"Bar, Casual Dining","American, Finger Food","1,500",Delivery,Brigade Road,american finger food bar casual dining brigaderoad
Graffitea,Yes,No,3.7,16,BTM,"Beverage Shop, Quick Bites","Beverages, Fast Food",200,Delivery,Bannerghatta Road,beverages fast food beverage shop quick bites bannerghattaroad
